,document,score,review_score,most_words,Pos_Neu_Neg
71, 서비스 관리를 이딴 식으로 하나요? 표준관리 우수하다고 생각해 온 서브웨이의 최악을 경험. 본사에 연락넣을거에요.,3.6,0.0058,"[('관리', 2), ('서비스', 1), ('식', 1), ('하나요', 1), ('표준', 1), ('우수하다고', 1), ('생각', 1), ('온', 1), ('서브웨이', 1), ('최악', 1)]",부정
72,불친절하진 않은데 워낙 사람이 많아서 그런지 야채를 너무 조금 줘요. 소스 없이 소금후추만 뿌렸는데 고기류 맛만 나고 야채는 하나도 없어서 엄청 짰어요.,3.7,0.4778,"[('야채', 2), ('불친절하진', 1), ('워낙', 1), ('사람', 1), ('많아서', 1), ('그런지', 1), ('조금', 1), ('소스', 1), ('소금', 1), ('후추', 1)]",중립
73,영업시간 오표기. 밤 10시까지네요. 늦은밤 열심히 찾아갔더니.. 참고하세요.,1.0,0.2654,"[('밤', 2), ('영업', 1), ('시간', 1), ('표기', 1), ('참고', 1)]",부정
74,불친절하다해서 걱정했는데 보통이였는데요. 야채더 많이 너어달라니까 많이 넣우주시고. 한가할때 가긴했습니다.,2.0,0.5774,"[('불친절하다', 1), ('걱정', 1), ('보통', 1), ('야채', 1), ('더', 1), ('너', 1), ('달라', 1), ('우주시', 1), ('한가할', 1), ('때', 1)]",중립
75,바 안에 들어가있는 직원들은 많지만 정작 고객을 응대하는 직원에게 방해될 정도로 잉여인력인거 같다. 강남역 근처에는 괜찮은 써브웨이가 없어서 아쉽다...,4.8,0.0093,"[('직원', 2), ('바', 1), ('안', 1), ('많지만', 1), ('정작', 1), ('고객', 1), ('응대', 1), ('방해', 1), ('정도', 1), ('잉여', 1)]",부정
0,여기 직원들 엄청 불친절하고 분리수거하는 알바생 직접 물어보니까 눈을 크게뜨면서 싸가지없게 대답하네 하..   다시 오고싶지않네,1.9,0.0148,"[('여기', 1), ('직원', 1), ('불친절하고', 1), ('분리수거', 1), ('알바생', 1), ('직접', 1), ('눈', 1), ('크게', 1), ('싸가지', 1), ('없게', 1)]",부정
1,가지말라는데는 이유가 있다,2.3,0.3267,"[('가지', 1), ('말라는데는', 1), ('이유', 1), ('있다', 1)]",부정
2,가지 마시길 편의점 햄버거가 더 맛있고,4.8,0.7445,"[('가지', 1), ('편의점', 1), ('햄버거', 1), ('더', 1), ('맛있고', 1)]",긍정
3, 감자가 오래된건지 안익은건지 맛,4.0,0.0267,"[('감자', 1), ('오래된', 1), ('맛', 1)]",부정
4,식감 전부 이상했어요 버거킹 king등급인데.. 이렇게 맛없는 버거킹은 처음입니다,1.0,0.0055,"[('버거킹', 2), ('식감', 1), ('전부', 1), ('이상했어요', 1), ('등급', 1), ('맛없는', 1), ('처음', 1), ('입니다', 1)]",부정
5,포장 주문했는데 감자튀김 빠지고 음료는 세갠데 빨대는 하나에요.지난번엔 버거하나 빠지고 빨대 하나도 없어서 난감한적이 있어서이번에 빨대 넣었냐고 묻기까지 했는데 하나 넣고 넣었다한거였나봐요.이미 주차장나와서 돌아갈 수도 없고 짜증나네요?주문이 중간에 취소되서 다시 넣고 한참 더 기다린것도 참았는데왜 이러는거죠?일일히 다 꺼내서 있나없나 확인해야하나봐요.포장 하시는분 매장 나가기전에 꼭 확인하세요.,1.0,0.0044,"[('하나', 4), ('빨대', 3), ('포장', 2), ('주문', 2), ('확인', 2), ('감자', 1), ('튀김', 1), ('음료', 1), ('세', 1), ('지난번', 1)]",부정
6,매니저 불친절,1.0,0.1137,"[('매니저', 1), ('불친절', 1)]",부정
7,직원들 불친절 맛도 그냥 그럼,3.1,0.0077,"[('직원', 1), ('불친절', 1), ('맛', 1), ('그냥', 1), ('그럼', 1)]",부정
8,감튀도 튀겨논지 오래된거 같고패티도 구워논지 오래된거 같다관리 안되는 매장확실히 좀 아쉽다,1.0,0.296,"[('논', 2), ('오래된거', 2), ('감', 1), ('같고', 1), ('패티', 1), ('같다', 1), ('관리', 1), ('안되는', 1), ('매장', 1), ('확실히', 1)]",부정
9,내가 인생에서 먹어 본 최악의 와퍼.,3.0,0.0777,"[('내', 1), ('인생', 1), ('최악', 1), ('와퍼', 1)]",부정
10,최악. 빵은말라서 만지는대로 부서지고 패티는 빵보다 작아 한참 빵만  씹었고 온기가 하나도 없는 뻑뻑하고 목막히는 최악의 버거. 응대도 불친절. 비싼 자릿값하는곳이니 주는대로 먹고 떨어지란느낌??..,2.1,0.0013,"[('빵', 3), ('최악', 2), ('말', 1), ('패티', 1), ('작아', 1), ('한참', 1), ('온기', 1), ('하나', 1), ('없는', 1), ('뻑뻑', 1)]",부정
11,청결하지 않음..+버거킹 많이는 안 가고 6곳정도 간거같은데 그중에서 가장 더러움,2.8,0.1795,"[('청결하지', 1), ('버거킹', 1), ('많이는', 1), ('안', 1), ('곳', 1), ('정도', 1), ('같은데', 1), ('중', 1), ('가장', 1), ('더러', 1)]",부정
12,상상이상ㅋㅋㅋㅋ,2.8,0.5357,"[('상상', 1), ('이상', 1)]",중립
13,몇번 먹어봤는데  버거 식어서  나오고.. 쓰레기 같아 진짜 돈이 아까워,3.3,0.0039,"[('몇번', 1), ('버거', 1), ('쓰레기', 1), ('같아', 1), ('진짜', 1), ('돈', 1), ('아까워', 1)]",부정
14,음식 식어서 나오고 패티 푸석푸석하고 직원들 불친절함,1.4,0.0261,"[('음식', 1), ('패티', 1), ('푸석푸석하고', 1), ('직원', 1), ('불친절함', 1)]",부정
15,아 사진찍었어야 했나....컵에 아이스크림 묻어있네요,1.0,0.0572,"[('사진', 1), ('컵', 1), ('아이스크림', 1)]",부정
16,너무 너무 더러운 곳이에요. 테이블도 화장실도 그렇고. 가지 마세요 그냥,1.9,0.0065,"[('더러운', 1), ('곳', 1), ('테이블', 1), ('화장실', 1), ('그렇고', 1), ('가지', 1), ('그냥', 1)]",부정
17,입지상 매장은 항상 어수선하지만 오늘 먹은 올엑스트라 통새우와퍼가 야채양이 다른곳 올엑스트라의 2배는 되었기때문에 별점을 주기위해 들렀습니다. 제게 버거 만들어주신분 복받으세요.,3.6,0.1426,"[('엑스트라', 2), ('입지', 1), ('매장', 1), ('항상', 1), ('어수선하지만', 1), ('오늘', 1), ('통', 1), ('새우', 1), ('와퍼', 1), ('야채', 1)]",부정
18,서비스 엉망인 곳.아무리 바빠도 그렇지,4.4,0.0084,"[('서비스', 1), ('엉망', 1), ('곳', 1), ('바빠도', 1), ('그렇지', 1)]",부정
19, 어떤게 내가 주문한 건지 몰라서 주문번호 적힌 영수증을 보여주니 그걸 가져가서 슥 보고 감자튀김 위에 영수증을 툭 던지고 말없이 뒤도는 모습에 기가 차네요; 불친절한 건 둘째 치고,2.3,0.0348,"[('주문', 2), ('영수증', 2), ('어떤게', 1), ('내', 1), ('번호', 1), ('보고', 1), ('감자', 1), ('튀김', 1), ('위', 1), ('툭', 1)]",부정
20, 영수증을 어떻게 먹는 음식 위에 던지나요? 기분 더러워서 다시는 안갑니다.,3.2,0.0195,"[('영수증', 1), ('어떻게', 1), ('음식', 1), ('위', 1), ('기분', 1), ('더러워서', 1)]",부정
21,배달이안와서전화하면수화기를내려놨는지계속통화중일뿐이고,3.4,0.0306,"[('배달', 1), ('이안', 1), ('서전', 1), ('화하면', 1), ('수화기', 1), ('계속', 1), ('통화', 1), ('일', 1)]",부정
22,바쁜건 알겠으나 말을 좀 이쁘게 하시면 좋겠습니다. 강남역 4번 출구 버거킹 왜 없앴는지 모르겠네요.,4.3,0.7841,"[('바쁜건', 1), ('말', 1), ('좀', 1), ('이쁘게', 1), ('좋겠습니다', 1), ('강남역', 1), ('번', 1), ('출구', 1), ('버거킹', 1), ('왜', 1)]",긍정
23,모기 왤케 마나,1.5,0.0221,"[('모기', 1), ('왤케', 1), ('마나', 1)]",부정
24,강남역 옆이라 엄청 바쁜듯.바쁜매장은 어딜가나 좀 어수선하고 깨끗하지.않음.음식은 빨리 나오는편. 그래서 그런지 소스? 등 재료 엄청 듬뿍.. 맵달짜 . 내 취향이여서 이건 굿. 불친절은 모르겠음. 청결상태와 테이블 배치만 다시 하면 좋을듯.,2.5,0.9579,"[('강남역', 1), ('옆', 1), ('바쁜듯', 1), ('바쁜', 1), ('매장', 1), ('가나', 1), ('좀', 1), ('어수선하고', 1), ('깨끗하지', 1), ('음식', 1)]",긍정
25,와우 진짜 패티에서 밀가루맛 나네 ㅋㅋㅋㅋㅋㅋ,4.2,0.6762,"[('와우', 1), ('진짜', 1), ('패티', 1), ('밀가루', 1), ('맛', 1)]",긍정
26,400m 떨어진 다른 지점 버거킹으로 갈 것.,4.4,0.1803,"[('다른', 1), ('지점', 1), ('버거킹', 1), ('것', 1)]",부정
27,프랜차이즈 가게는 프랜차이즈 점포간의 비교로 별점을 매깁니다.역대 버거킹 중 가장 최악이었습니다...주문했던 와퍼의 소스가 빠져있고 빵과 패티가 축축했습니다...상당히 불쾌한 경험을 하고 갑니다.  0점을 못주는 시스템 때문에 1점으로 평가했습니다.,3.8,0.0184,"[('점', 3), ('프랜차이즈', 2), ('가게', 1), ('점포', 1), ('비교', 1), ('매', 1), ('역대', 1), ('버거킹', 1), ('중', 1), ('가장', 1)]",부정
28,맘스터치가 350m맥도날드가 150m  롯데리아가 300mKFC가 200m다른 지점 버거킹 400m갈 데가 많습니다.,4.6,0.6248,"[('맘스터치', 1), ('맥도날드', 1), ('롯데리아', 1), ('다른', 1), ('지점', 1), ('버거킹', 1), ('데', 1), ('많습니다', 1)]",중립
29,버거킹중에 가장 별로버거킹 좋아하는데,4.2,0.31,"[('버거킹', 2), ('가장', 1), ('별로', 1), ('좋아하는데', 1)]",부정
30, 여긴 빵도 태우고,1.6,0.6563,"[('빵', 1)]",중립
31, 내용물 부실다신 안 감,4.2,0.0997,"[('내용물', 1), ('안', 1), ('감', 1)]",부정
32,진짜 별로입니다 오늘 여자친구랑 먹었는데 저도그렇고 여자친구도 그렇고 하루종일 배아프고 속 안좋네요... 햄버거도 언제만들었는지 차갑게 식은거 줍니다. 사장님인지 누군지는 모르겠는데 카운터에 계신 아줌마는  직원들한테 계속 소리지르고 짜증내고.... 진짜 별로,3.0,0.0003,"[('진짜', 2), ('별로', 2), ('여자친구', 2), ('그렇고', 2), ('입니다', 1), ('오늘', 1), ('도', 1), ('하루', 1), ('종일', 1), ('배', 1)]",부정
33,리뷰보고 다들 기분나빠서 쓴 뻥인줄 알았다 ㅎ이 곳은 진짜다버거킹에서 군대리아맛이남..^^비릿하고 빵밀가루내...빨리나오기는 엄청 빨리 나옴콰트로치즈인데 치즈의 짭짤고소한냄새맛?1도 안남ㅎ 시간 아낄라고 먹었는데괜히 먹었음ㅎ 김밥이나 사드세요여기오실 거면 저 위에도 버거킹 많아요조금만 걸어가세요!,3.4,0.0313,"[('버거킹', 2), ('맛', 2), ('치즈', 2), ('리뷰', 1), ('보고', 1), ('기분', 1), ('나빠서', 1), ('뻥', 1), ('줄', 1), ('이', 1)]",부정
34,평 나빠서 갈까말까했는데 괜찮아요주말낮에 왔는데 직원분도 친절하고 주문한 것도 제대로 나왔어요사람 적어서 대기도 짧..ㅋㅋ와이파이도 잘 돼용,3.2,0.8254,"[('평', 1), ('나빠서', 1), ('괜찮아요', 1), ('주말', 1), ('낮', 1), ('직원', 1), ('친절하고', 1), ('주문', 1), ('것', 1), ('제대로', 1)]",긍정
35,솔직히 1점도 주고싶지않은곳 몬스터버거 시켰는데 내가 가봤던 매장들은 모두 소스가 흘러넘쳤는데 소스가 거의 없고 퍽퍽했음 롱치킨버거도 시켰었는데 이거는 거의 뭐 빵패티 뿐이였음 최악중에 최악의 버거킹매장이에요,3.6,0.0043,"[('버거', 2), ('매장', 2), ('소스', 2), ('거의', 2), ('최악', 2), ('솔직히', 1), ('점도', 1), ('곳', 1), ('몬스터', 1), ('내', 1)]",부정
36,시스템이 완전 개판임. 주문기기가 안되서 직접 주문하러 가면 주문 안 받고 주문 온것만 처리함. 기기로 주문한 사람은 주문한 거 나온 마당에도 주문도 안 받는다. 정말 가고 싶지 않은 곳이다.,1.3,0.0054,"[('주문', 6), ('기기', 2), ('안', 2), ('시스템', 1), ('완전', 1), ('개판', 1), ('임', 1), ('안되서', 1), ('직접', 1), ('가면', 1)]",부정
